"img-link href","photo-count","list-view-price","list-view-date","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2","eids-badge__description","eids-badge__label","he-lazy-image src 3"
"https://www.hepsiemlak.com/kayseri-talas-yenidogan-kiralik/daire/152291-102","37","30.000","31-12-2024","4 +
                          1","250 m²","6
                        Yaşında","2. Kat","Talas Yenidoğan Suzidil Konak'ta 4+1 Lüks Kiralık Daire","Kayseri / Talas / Yenidoğan Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-talas-152291","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/2/2/5/1/a238e2e6-4680-48aa-9326-2b90b642353b.jpg","Yaşar Gayrimenkul Talas","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/152291-299","19","10.250","03-01-2025","3 +
                          1","135 m²","21
                        Yaşında","12. Kat","****talas Anayurtun En Uygun En Güzel Dairesi ****","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-talas-152291","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/2/2/5/1/a238e2e6-4680-48aa-9326-2b90b642353b.jpg","Yaşar Gayrimenkul Talas","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-yesil-kiralik/daire/121516-404","35","13.500","03-01-2025","3 +
                          1","175 m²","11
                        Yaşında","4. Kat","Yeşil Mah. Meydanında Konumu Güzel Geniş Kullanışl Kiralık Daire","Kayseri / Kocasinan / Yeşil Mah.","","","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/121687-173","32","14.999","03-01-2025","1 +
                          1","75 m²","Sıfır Bina","4. Kat","Ev Dünyasından// Talas'ın Gözdesi Mevlanada Sıfır Bina Sıfır Eşyalı Lüks 1+1 Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/ev-dunyasi-121687","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/0/0/4/0/1/4/33ff3f84-b893-46fa-a39e-c903ae260256.jpeg","Ev Dünyası","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/8/6/1/2/1/2144667b-be43-45cd-b23a-c9bd3c5fcf5b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-kosk-kiralik/daire/73109-1352","31","24.000","03-01-2025","4 +
                          1","220 m²","15
                        Yaşında","8. Kat","Kaçmaz Daire Köşk Sosyete Yakını Bakımlı Geniş Lüks Daire","Kayseri / Melikgazi / Köşk Mah.","https://www.hepsiemlak.com/emlak-ofisi/anemon-gayrimenkul-emlak-73109/umit-yigit-1390469","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/2/9/8/8/3/4/048ca9af-edd7-4c26-a74c-8b53442ea6fb.jpg","Anemon Gayrimenkul Emlak","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/6/4/0/9/3/1/b1059863-3ba6-4b82-a870-17f2119d69ef.png"
"https://www.hepsiemlak.com/kayseri-talas-bahcelievler-kiralik/daire/60779-4026","25","17.000","03-01-2025","3 +
                          1","180 m²","5
                        Yaşında","7. Kat","Bahçelievler Mahallesi 3+1 180 M2 Ultra Lüks Kiralık Daire 158/1","Kayseri / Talas / Bahçelievler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/5/1/8/8/3/4/489eb4f1-b5ed-4627-bf8e-c7e47658ac3c.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-zumrut-kiralik/daire/152291-294","18","13.999","03-01-2025","3 +
                          1","135 m²","Sıfır Bina","10. Kat","****zümrütün En Güzel Dairesi****","Kayseri / Kocasinan / Zümrüt Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-talas-152291","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/5/6/0/8/3/4/1733327223572-43806527.jpg","Yaşar Gayrimenkul Talas","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/2/2/5/1/a238e2e6-4680-48aa-9326-2b90b642353b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-bahcelievler-kiralik/daire/121417-1171","22","1.699.000","03-01-2025","3 +
                          1","165 m²","10
                        Yaşında","4. Kat","Yavuzselim Mah Satılık 3+1 165 M2 Daire Fırsatı","Kayseri / Melikgazi / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/yigit-mulk-ofisi-121417","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/4/7/8/9/3/4/6a014b63-2e4c-4a26-bea9-31e352308bc4.jpg","Yiğit Mülk Ofisi","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/4/1/2/1/d9378a76-5097-4f7e-8003-88006beb1116.jpg","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/kayseri-melikgazi-gesi-fatih-kiralik/daire/124397-710","21","12.000","03-01-2025","3 +
                          1","165 m²","16
                        Yaşında","8. Kat","İldem 2 De Kiralık Daire","Kayseri / Melikgazi / Gesi Fatih Mah.","https://www.hepsiemlak.com/emlak-ofisi/gumuskalem-emlak-ve-danismanlik-124397","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/6/0/3/9/3/4/513d0af2-9846-408e-ae7e-5a20256a507b.jpg","Gümüşkalem Emlak Ve Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/9/3/4/2/1/411d7dfe-0447-47bc-bbf2-0a2c4dbfb1f5.jpg","","",""
"https://www.hepsiemlak.com/kayseri-develi-ibrahimaga-kiralik/daire/692460-1460","17","12.500","03-01-2025","3 +
                          1","140 m²","9
                        Yaşında","4. Kat","Pazar Mevki Civarı 3+1 Geniş Süper Kiralık Daire Fiyatı Düştü!!!","Kayseri / Develi / İbrahimağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/anadolu-emlak-692460","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/4/0/2/1/3/4/c0278aeb-9b8c-449b-91ce-1e92f6fde80a.jpg","Anadolu Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/4/2/9/6/5b565c2c-0fd9-4810-bbd7-741603e7e1c1.jpg","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/152291-77","32","15.000","03-01-2025","3 +
                          1","170 m²","2
                        Yaşında","4. Kat","Talas Mevlana Mahallesi Tramvay Güzergahında Kiralık 3+1 Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-talas-152291","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/3/3/3/7/3/4/ac575113-a14f-40aa-b3ad-62c7e9bb1d5c.jpg","Yaşar Gayrimenkul Talas","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/2/2/5/1/a238e2e6-4680-48aa-9326-2b90b642353b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-alpaslan-kiralik/daire/73109-1353","24","14.000","03-01-2025","3 +
                          1","160 m²","23
                        Yaşında","3. Kat","Kızılırmak Cadde Üstünde Bakımlı Önü Açık Daire","Kayseri / Melikgazi / Alpaslan Mah.","https://www.hepsiemlak.com/emlak-ofisi/anemon-gayrimenkul-emlak-73109/umit-yigit-1390469","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/4/9/8/8/3/4/65cd6f2e-9541-405a-9b5a-ba55ad7a2a2b.jpg","Anemon Gayrimenkul Emlak","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/6/4/0/9/3/1/b1059863-3ba6-4b82-a870-17f2119d69ef.png"
"https://www.hepsiemlak.com/kayseri-talas-bahcelievler-kiralik/daire/121687-552","14","11.499","03-01-2025","1 +
                          1","50 m²","Sıfır Bina","3. Kat","Ev Dünyasından// Talas Bahçelievlerde Sıfır Bina Sıfır Eşyal 1+1","Kayseri / Talas / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/ev-dunyasi-121687","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/1/8/8/1/3/4/3e8677e8-855f-4cde-8981-0bb61108b367.jpg","Ev Dünyası","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/8/6/1/2/1/2144667b-be43-45cd-b23a-c9bd3c5fcf5b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-seyrani-kiralik/daire/152290-489","33","15.000","03-01-2025","3 +
                          1","132 m²","1
                        Yaşında","7. Kat","Seyrani'de Kiralık 3+1 Sıfır Ara Kat Boş Daire","Kayseri / Kocasinan / Seyrani Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-152290","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/7/4/8/9/3/4/b6eec71d-9697-441f-b1fd-b8242caeb233.jpg","Yaşar Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/9/2/2/5/1/41a7edb6-0d42-4db9-b423-8de23cdbfe6f.jpg","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/137421-262","25","13.500","03-01-2025","3 +
                          1","155 m²","10
                        Yaşında","4. Kat","Anka Gayrimenkul'den Talas Mevlanada Kiralık Daire","Kayseri / Talas / Mevlana Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/6/7/8/9/3/4/1e113c5b-abe8-4657-9e98-f79a15485174.jpg","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı",""
"https://www.hepsiemlak.com/kayseri-talas-yenidogan-kiralik/daire/6666-3068","34","27.500","03-01-2025","4 +
                          1","210 m²","12
                        Yaşında","2. Kat","Kayseri Talas Yenidoğan Mah.Merkezi Yerde Site İçinde Köşe 4+1 Daire...","Kayseri / Talas / Yenidoğan Mah.","https://www.hepsiemlak.com/emlak-ofisi/marjinal-gayrimenkul-as-6666","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/2/1/3/8/3/4/40c88c41-9209-4388-8bed-589dd1e8408d.jpg","Marjinal Gayrimenkul A.Ş.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/6/6/0/0/94bc5e34-1a8e-42c8-9bf9-754d75ba644b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-demokrasi-kiralik/daire/152290-440","29","12.500","03-01-2025","3 +
                          1","135 m²","5
                        Yaşında","10. Kat","Demokrasi Mah.De Asilev Sitesinde Kiralık 3+1 Boş Köşe Daire","Kayseri / Melikgazi / Demokrasi Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-152290","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/0/0/7/8/3/4/e49c0143-f380-44a5-bbbb-0863436cddef.jpeg","Yaşar Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/9/2/2/5/1/41a7edb6-0d42-4db9-b423-8de23cdbfe6f.jpg","","",""
"https://www.hepsiemlak.com/kayseri-develi-yeni-kiralik/daire/147535-447","20","10.000","02-01-2025","3 +
                          1","145 m²","15
                        Yaşında","En Üst Kat","Mekan Gayrimenkul'den Merkezde, 3+1, Güney Cepheli Kiralık Daire","Kayseri / Develi / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/mekan-gayrimenkul-147535/mehmet-sosun-4180947","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/9/1/8/9/3/4/4d64c952-3336-4630-9abe-04ce20415f8f.jpg","Mekan Gayrimenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/9/0/8/1/4/29230d04-886d-45a3-b5f3-50f800699764.jpg"
"https://www.hepsiemlak.com/kayseri-talas-kicikoy-kiralik/daire/131390-375","34","16.000","31-12-2024","2 +
                          1","150 m²","8
                        Yaşında","1. Kat","Talas Kiçiköyde Ultra Lüks Sıfır 2,5+1 Kiralık Daireler","Kayseri / Talas / Kiçiköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/7/3/6/9/3/4/d989da7a-b245-4020-b615-652bd2213352.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-hoca-ahmet-yesevi-kiralik/daire/144311-57","32","9.500","31-12-2024","3 +
                          1","115 m²","18
                        Yaşında","3. Kat","Kayseri Kadir Has Caddesi'nde Fırsat 3+1 Kiralık Daire","Kayseri / Kocasinan / Hoca Ahmet Yesevi Mah.","https://www.hepsiemlak.com/emlak-ofisi/feza-gayrimenkul-144311/harun-bayirdar-4070590","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/5/3/7/9/3/4/f3ececb1-746f-47d5-9f59-fd2cef255196.jpg","Feza Gayrimenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/9/5/0/7/0/4/17a93e84-6483-4e2a-81ae-4aedb8b76caf.jpg"
"https://www.hepsiemlak.com/kayseri-melikgazi-demokrasi-kiralik/daire/131402-411","22","8.000","01-01-2025","2 +
                          1","95 m²","11
                        Yaşında","3. Kat","Karaca Gayrimenkulden Kiralık 2+1 Daire Toki Sivaslılar","Kayseri / Melikgazi / Demokrasi Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/0/3/5/9/3/4/fa67f0b3-0372-4fa0-aa27-cba0bc1041ba.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-develi-yeni-kiralik/daire/135461-1665","17","6.000","31-12-2024","3 +
                          1","140 m²","25
                        Yaşında","2. Kat","Çarşı Merkezde Kombili Kıralık Daire","Kayseri / Develi / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/atmaca-gayrimenkul-135461","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/0/2/5/9/3/4/1735401212-5770311-43952091.jpeg","Atmaca Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/4/5/3/1/e984d896-730e-4692-9b45-eef0333823ac.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-seyrani-kiralik/daire/137301-104","31","25.000","01-01-2025","4 +
                          1","180 m²","Sıfır Bina","13. Kat","Global Emlak Bekir Yıldız Bulvarı Üzeri Kiralık Lüks Sıfır 4+1","Kayseri / Kocasinan / Seyrani Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/1/1/2/9/3/4/acca104c-cd3f-42e9-84f3-852d1d41fd69.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-gesi-fatih-kiralik/daire/132875-889","15","13.000","31-12-2024","3 +
                          1","165 m²","10
                        Yaşında","Zemin","Elisa Gyo//ildem C 3+1 Aylık Ödemeli Kiralık Daire","Kayseri / Melikgazi / Gesi Fatih Mah.","https://www.hepsiemlak.com/emlak-ofisi/elisa-gayrimenkul-132875/serpil-turk-3514143","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/1/3/6/8/3/4/6a61d9b3-6a56-40f9-a29e-00b75c81d542.jpg","Elisa Gayrimenkul","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/4/1/4/1/5/3/ae515d89-1378-4531-8065-13cf27a88ef3.jpg"
"https://www.hepsiemlak.com/kayseri-develi-harman-kiralik/daire/152916-9","18","13.500","31-12-2024","3 +
                          1","150 m²","3
                        Yaşında","Ara Kat","Öz Gaye Emlaktan Develi Tekir Caddesi Üzerinde Kiralık Daire","Kayseri / Develi / Harman Mah.","https://www.hepsiemlak.com/emlak-ofisi/oz-gaye-emlak-152916","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","Öz Gaye Emlak","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-sahabiye-kiralik/daire/136303-46","16","11.500","31-12-2024","3 +
                          1","160 m²","10
                        Yaşında","4. Kat","Mutavazi Kiralik Daire Tavlusun","Kayseri / Kocasinan / Sahabiye Mah.","","","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/140583-217","27","11.500","02-01-2025","3 +
                          1","135 m²","18
                        Yaşında","13. Kat","Liva'dan Mevlana'da Hulusi Akar'da 3+1 Önü Açık Kiralık Daire","Kayseri / Talas / Mevlana Mah.","","","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-zumrut-kiralik/daire/152661-2","15","12.500","31-12-2024","3 +
                          1","175 m²","Sıfır Bina","10. Kat","Zümrüt Kiralık Daireler","Kayseri / Kocasinan / Zümrüt Mah.","https://www.hepsiemlak.com/emlak-ofisi/ahrazoglu-gayrimenkul-152661","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/7/2/7/7/3/4/1732779370-531157-43772778.jpeg","Ahrazoğlu Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/6/2/5/1/6be90970-4145-4ef1-a026-ef4b4ef2e2b1.jpg","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/121687-607","20","11.999","03-01-2025","1 +
                          1","60 m²","5
                        Yaşında","6. Kat","Ev Dünyasından // Talas Mevlana'da Eşyalı Geniş 1+1 Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/ev-dunyasi-121687","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/9/7/7/3/3/4/7b0d7b3a-87bc-4a43-8217-571fc5316d4a.jpeg","Ev Dünyası","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/8/6/1/2/1/2144667b-be43-45cd-b23a-c9bd3c5fcf5b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-mimarsinan-kiralik/daire/138162-169","13","9.000","03-01-2025","2 +
                          1","100 m²","40
                        Yaşında","Yüksek Giriş","Esko Gayrimenkul|mimarsinan Mah 2+1 100 M2 Kombili Kiralık Daire","Kayseri / Kocasinan / Mimarsinan Mah.","https://www.hepsiemlak.com/emlak-ofisi/esko-gayrimenkul-138162/sami-kocaoglu-3807112","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/2/6/9/6/3/4/23e8b8e1-07ca-493c-ac5e-a96270049c17.jpg","Esko Gayrimenkul","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/1/1/7/0/8/3/e77a6c42-9a64-4651-9fc6-222fa98fbe37.jpg"
"https://www.hepsiemlak.com/kayseri-develi-fatih-kiralik/daire/147535-440","25","12.500","31-12-2024","3 +
                          1","160 m²","10
                        Yaşında","2. Kat","Mekan Emlak'tan Çarşı Merkeze Yürüme Mesafesinde Geniş Kilerli Kiralık Daire","Kayseri / Develi / Fatih Mah.","https://www.hepsiemlak.com/emlak-ofisi/mekan-gayrimenkul-147535/mehmet-sosun-4180947","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/4/2/4/9/3/4/8025591f-cb73-415e-ab44-d699a9aff51b.jpg","Mekan Gayrimenkul","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/9/0/8/1/4/29230d04-886d-45a3-b5f3-50f800699764.jpg"
"https://www.hepsiemlak.com/kayseri-kocasinan-seker-kiralik/daire/137301-101","23","23.000","31-12-2024","4 +
                          1","180 m²","3
                        Yaşında","2. Kat","Global Emlak Şehir Hastanesi Yanı Kiralık 4+1 Daire","Kayseri / Kocasinan / Şeker Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/5/1/9/8/3/4/3cd5d6a2-2802-411a-af45-f365e22d5c9e.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/144311-53","31","13.000","31-12-2024","3 +
                          1","153 m²","13
                        Yaşında","3. Kat","Kayseri Talas Mevlana Mah. Fırsat 3+1 Kiralık Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/feza-gayrimenkul-144311/harun-bayirdar-4070590","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/1/7/7/8/3/4/cb75560c-cf3a-4931-95c5-b6a60f69cb9d.jpg","Feza Gayrimenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/9/5/0/7/0/4/17a93e84-6483-4e2a-81ae-4aedb8b76caf.jpg"
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/140583-216","25","14.500","02-01-2025","3 +
                          1","155 m²","8
                        Yaşında","8. Kat","Liva'dan Mevlana'da Harika Kiralık 3+1 Daire","Kayseri / Talas / Mevlana Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/0/4/1/8/3/4/13363d13-db73-421e-b3ce-2364c34967cb.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-mimarsinan-kiralik/daire/0-43981995","11","10.000","02-01-2025","3 +
                          1","110 m²","Sıfır Bina","Kot 1","Sahibinden Mimarsinan Tokide Kiralik Daire","Kayseri / Melikgazi / Mimarsinan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/9/1/8/9/3/4/1735821741584-43981995.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/145651-2","9","16.000","03-01-2025","1 +
                          1","55 m²","4
                        Yaşında","7. Kat","1+1 Esyali Üniversiteye Yakın Tramvay Yanı","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/mhz-gayrimenkul-145651/serdar-zobu-4126751","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/4/8/2/7/2/4/1762a1ae-9832-4a43-b1f1-c050c25cd9ac.jpeg","Mhz Gayrimenkul","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/5/7/6/2/1/4/f4b74992-6f69-484e-b153-7dd488ea8cb1.jpg"
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/117916-1667","18","14.000","31-12-2024","3 +
                          1","165 m²","11
                        Yaşında","2. Kat","Alkayalar Emlak'tan Talas Mevlana'da Kiralık 3+1 Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/alkayalar-emlak-117916","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/8/5/0/9/3/4/4f2d6b6a-83f4-4058-817c-37864caade63.jpeg","Alkayalar Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/9/7/1/1/c469cd31-dfaf-41e1-b8d9-e56ba686758b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/60779-4012","35","25.000","31-12-2024","5 +
                          1","320 m²","5
                        Yaşında","14. Kat","Mevlana Mah. 5+1 Lüks 3 Banyolu Jakuzili Kiralık Daire 160/1","Kayseri / Talas / Mevlana Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/2/7/6/8/3/4/185f598e-8e86-4675-8ce9-70ecdd9d31f7.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-ildem-cumhuriyet-kiralik/daire/126269-37","16","11.000","31-12-2024","3 +
                          1","140 m²","15
                        Yaşında","5. Kat","Kınacı Emlak'dan Kiralık Daire 3+1","Kayseri / Melikgazi / İldem Cumhuriyet Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/3/3/6/3/3/4/1726129600912-43363337.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-oymaagac-kiralik/daire/86542-534","9","10.000","03-01-2025","3 +
                          1","120 m²","1
                        Yaşında","Zemin","Lifos Emlak Dan Oruçreis Toki De Kiralık Daire","Kayseri / Kocasinan / Oymaağaç Mah.","https://www.hepsiemlak.com/emlak-ofisi/lifos-emlak-86542/ibrahim-yuzer-1704741","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/9/3/3/8/3/4/da9b3a94-a45c-4003-8d6f-f56ff2012186.jpg","Lifos Emlak","","","","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/kayseri-melikgazi-kosk-kiralik/daire/152291-71","28","25.000","02-01-2025","3 +
                          1","155 m²","3
                        Yaşında","2. Kat","Arven Mahall Projesinde 3+1 Kiralık Daire","Kayseri / Melikgazi / Köşk Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-talas-152291","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/5/4/6/7/3/4/b60916a3-f9ad-474d-b199-e4ccbdcd9d1f.jpg","Yaşar Gayrimenkul Talas","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/2/2/5/1/a238e2e6-4680-48aa-9326-2b90b642353b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/149331-175","28","14.000","03-01-2025","2 +
                          1","100 m²","Sıfır Bina","11. Kat","Talas Mevlana Mah Sıfır Lüks Kiralık 2,5+1 Köşe Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/hakan-dogan-gayrimenkul-yatirim-149331/murat-karakoc-4226669","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/9/3/8/9/3/4/1735856015-946467-43983951.jpeg","Hakan Doğan Gayrimenkul & Yatırım","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/6/6/6/2/2/4/22ee8715-2738-4ac4-b590-be310986e054.jpg"
"https://www.hepsiemlak.com/kayseri-melikgazi-mimarsinan-kiralik/daire/129796-286","19","10.000","01-01-2025","2 +
                          1","110 m²","Sıfır Bina","3. Kat","Mimarsinan Toki Konutlarında 2+1 Sıfır Kiralık Daire","Kayseri / Melikgazi / Mimarsinan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/3/6/5/9/3/4/1ed4d2f7-9f31-46bf-8c5b-2eff64775513.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-selimiye-kiralik/daire/0-43951394","17","10.500","03-01-2025","3 +
                          1","125 m²","25
                        Yaşında","9. Kat","Belsinde Kiralık Daire","Kayseri / Melikgazi / Selimiye Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/3/1/5/9/3/4/zxkfR7x5pd80k5FgQ4JBn.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-yildirim-beyazit-kiralik/daire/150039-33","21","200.000","31-12-2024","2 +
                          1","120 m²","1
                        Yaşında","4. Kat","Yıldırım Beyazıt Mahallesinde 2+1 Eşyalı Kiralık Daire","Kayseri / Melikgazi / Yıldırım Beyazıt Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/1/2/0/9/3/4/c26a87f4-774e-43a9-9a05-a6d668d192e5.jpeg","","","","",""
